测试类型,文件,编号,推荐分,特征标签,回放链接,json绝对地址,数据目录,类型,总赢,倍率,请求数,掉落次数,补牌总数,消除位置总数,wp中奖位置总数,wild总数(可见盘面),单次最大wild数(可见盘面),是否免费旋转,免费送胡,是否金色百搭,中奖线,Scatter,起始SID,结束SID,spinId,起始余额,结束余额,为什么要测
免费中大奖,2107.json,2107,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=2107,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/2107.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,5384.00,134.60,27,26,84,104,112,20,3,是,是,是,3,3,688769,688797,8001779684404300475,903605.0,908949.0,Super Mega Win / 27段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,1044.json,1044,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=1044,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/1044.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,3784.00,94.60,19,18,52,67,77,15,4,是,是,是,4,3,686923,686942,4361779684090723777,908569.0,912313.0,Super Mega Win / 19段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费中大奖,068.json,68,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=68,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/068.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,3240.00,81.00,23,22,78,97,113,19,4,是,是,是,4,3,685150,685174,8011779683804010197,915563.0,918763.0,Super Mega Win / 23段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费中大奖,4283.json,4283,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=4283,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/4283.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,3204.00,80.10,18,17,40,52,64,12,6,是,是,是,3,3,692978,693000,1311779685121772211,909957.0,913121.0,Super Mega Win / 18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,5441.json,5441,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=5441,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/5441.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,3160.00,79.00,26,25,77,94,107,17,5,是,是,是,3,4,695192,695221,6981779685470121100,901803.0,904923.0,Super Mega Win / 26段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,3979.json,3979,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=3979,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/3979.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,2586.00,64.65,25,24,81,107,128,26,3,是,是,是,3,3,692387,692412,4641779685028487702,908013.0,910559.0,Super Mega Win / 25段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,4994.json,4994,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=4994,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/4994.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,2288.00,57.20,19,18,45,58,74,13,4,是,是,是,4,3,694348,694367,9751779685342252392,903213.0,905461.0,Super Mega Win / 19段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费中大奖,2977.json,2977,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=2977,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/2977.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,2248.00,56.20,24,23,58,81,96,23,3,是,是,是,4,4,690522,690550,3441779684727081043,916429.0,918637.0,Super Mega Win / 24段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费中大奖,4974.json,4974,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=4974,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/4974.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,2144.00,53.60,25,24,74,96,106,22,3,是,是,是,3,3,694290,694316,4671779685332416337,901345.0,903449.0,Super Mega Win / 25段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,2344.json,2344,220,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=2344,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/2344.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,2048.00,51.20,22,21,50,64,84,14,6,是,是,是,4,4,689240,689262,3181779684499894929,908621.0,910629.0,Super Mega Win / 22段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费中大奖,5637.json,5637,210,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=5637,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/5637.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Mega Win,1788.00,44.70,41,40,94,121,134,27,4,是,是,是,3,3,695564,695613,8761779685525143405,902793.0,904541.0,Mega Win / 41段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,442.json,442,210,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=442,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/442.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Mega Win,1764.00,44.10,23,22,72,90,104,18,4,是,是,是,3,3,685774,685799,2391779683907208765,910557.0,912281.0,Mega Win / 23段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,3279.json,3279,210,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=3279,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/3279.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Mega Win,1516.00,37.90,19,18,36,45,49,9,3,是,是,是,3,4,691089,691108,7061779684817940541,913577.0,915053.0,Mega Win / 19段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,467.json,467,210,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=467,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/467.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Mega Win,1504.00,37.60,18,17,38,54,60,16,5,是,是,是,3,3,685844,685862,3491779683917840826,911659.0,913123.0,Mega Win / 18段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 3线
免费中大奖,001.json,1,205,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=1,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/001.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,7408.00,185.20,92,91,128,182,182,54,5,是,是,是,2,5,684937,685036,7781779683769547001,914303.0,915663.0,Super Mega Win / 92段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,4111.json,4111,205,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=4111,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/4111.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,5408.00,135.20,38,37,87,110,113,23,4,是,是,是,2,3,692646,692689,5121779685069963927,908013.0,913381.0,Super Mega Win / 38段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,5181.json,5181,205,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=5181,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/5181.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Super Mega Win,2440.00,61.00,20,19,43,55,58,12,3,是,是,是,2,3,694695,694718,6441779685397424698,901799.0,904199.0,Super Mega Win / 20段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,2392.json,2392,200,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=2392,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/2392.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1312.00,32.80,26,25,89,115,137,26,4,是,是,是,4,3,689355,689382,9861779684521172038,911255.0,914551.0,Big Win / 26段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费中大奖,2164.json,2164,200,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=2164,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/2164.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1116.00,27.90,20,19,51,67,89,16,5,是,是,是,4,3,688885,688904,2781779684425413587,907813.0,908889.0,Big Win / 20段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换 / 多线中奖 4线
免费中大奖,4647.json,4647,195,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=4647,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/4647.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Mega Win,1520.00,38.00,17,16,26,31,32,5,2,是,是,是,2,3,693732,693751,1051779685240781843,907995.0,909475.0,Mega Win / 17段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,687.json,687,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=687,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/687.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1252.00,31.30,16,15,33,40,43,7,3,是,是,是,2,3,686227,686244,5951779683982300177,911051.0,912263.0,Big Win / 16段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,2296.json,2296,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=2296,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/2296.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1204.00,30.10,21,20,47,58,60,11,3,是,是,是,2,3,689118,689138,4441779684477487812,906811.0,907975.0,Big Win / 21段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,963.json,963,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=963,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/963.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1160.00,29.00,20,19,41,54,54,13,3,是,是,是,1,3,686740,686763,6691779684061394612,907831.0,908951.0,Big Win / 20段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
免费中大奖,4478.json,4478,185,免费旋转 / 免费中大奖 / 免费送胡 / 金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=6937d51c78fce0f2d29f93346f8c0f6e&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407&debugStart=4478,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407/4478.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_1407,Big Win,1078.00,26.95,19,18,38,45,47,7,3,是,是,是,2,3,693396,693417,2891779685185995558,910265.0,911303.0,Big Win / 19段连消/续转 / Scatter / Free Spin / 金色符号/百搭转换
